,percentlowgrades,percentacadnotimpt,school_size,urban,crimes_students_residence,crimes_school_area,school_type,control_ground,require_check,random_sweep,wear_uniform,dress_code,anonymous_report,student_id,prohibit_phone,open_house,parent_teacher_conf,disciplinary_process,juvhelp_drug,lawhelp_drug,mhhelp_drug,privatehelp_drug,relighelp_drug,peer_mediation
0,-0.006574852988033797,0.08427004058770664,-0.10839350730886764,0.02002208964035695,-0.0661424775639793,0.04541462804808503,0.1366837592972547,-0.027899220896185996,0.00015384517103484541,-0.05911382371533321,0.00043453265671075767,0.04856911696792054,0.039292924787989424,-0.013715337303352726,-0.005304660605464946,-0.08827146818297792,0.12876973164823227,0.008038942226643541,-0.11835383436045006,0.0048206734515828485,0.015961828683710735,0.0006770642263870741,-0.0028347343608606935,-0.002484040943765251
1,-0.041035160731781935,0.0592280600684073,-0.28243038537974285,-0.0562374458757159,-0.027605827101845434,0.020179395574947696,0.08345574865810548,0.013584917916850436,-0.0003228059441312325,0.09411507706353603,-0.00037420026663014026,0.025429601084876338,0.029088534151663906,-0.009030624967240329,-0.011269810673661737,0.11396078369687743,-0.03878805247166284,0.01596516966121694,0.06165072591279696,0.009175211531781144,0.04895391598250498,0.0014682018912385785,0.00468076854646629,0.020526304422520018
2,-0.014386167656447669,-0.14841734274221735,-0.13302189853138544,0.014601886964128105,-0.06331005252359034,0.1093734717128949,0.07227988083151843,-0.03085912997546837,-0.0006110078093934135,-0.05959723107373577,0.0005024938829399162,0.08475439557721053,0.02025313380448111,-0.004843790612222847,-0.021804762464592464,-0.10985752896069656,-0.13826527436931904,0.009666181587977824,-0.07553412722415331,0.0029595490149523585,0.03812392970982202,-0.00346222784520549,0.05232353080941074,0.0007448893792757972
3,0.001513174448774972,0.021735149787888465,0.49724155280797755,0.019132453843317875,-0.062341320065319936,-0.0193827564072825,0.17964622058543284,-0.04626366780706698,0.0006740685582298056,0.03963619518651981,0.004237428747117065,-0.003912628729031908,0.03389037105391761,-0.010078465400784182,0.027651207607807766,-0.08983141270731228,0.1320812891404052,-0.026038126756885323,0.07058632423077504,0.0075525652919477436,0.040292143504709374,-0.012432760547693107,0.012749076663977163,-0.015075285873993654
4,-0.16219448334393058,-0.2542441769098141,-0.21715213833056107,0.004941483802229811,-0.10583136238509866,-0.24894775923830512,0.051357325634081866,-0.0154429887002608,-0.0005946357743960107,-0.10134714597305731,-8.438418991161711e-05,-0.07403525284341285,0.02778492023205345,-0.010897933076183506,-0.07704839214153578,-0.005305684853852739,-0.10158568625402183,-0.010416923596681862,-0.14278340070813955,-0.008335042808006392,0.004403727701366798,-0.007092887930635925,-0.011883492531718503,-0.020445646559671717
5,0.02126170718624124,0.12676762078087705,-0.02706365382750491,0.03651736030515252,-0.018820322024582198,0.19671587975210553,0.15435313405229073,-0.01342944701120306,-0.0002984673012588246,0.14612029809369745,0.0040573159044620865,0.01949923510718648,0.03927749559026367,-0.006518572055551885,-0.02011866811096546,-0.03635418771331168,-0.0367806801440949,0.018998640856401607,-0.049499404334872564,0.009456864331101862,0.07283158525473282,0.02926970862014734,0.07766787047830391,0.005924748272832971
6,-0.023105589869165576,-0.04748576076340928,0.28477508534217627,0.012240439878866027,-0.14458555281059002,-0.19892097349702753,0.04218292592199674,0.005885798895013616,-0.008706235200697562,0.022845099430413428,-0.0032557343409336426,0.010069875820133554,-0.09907950622383609,-0.00851114175499589,-0.03622576315602579,-0.006560087910017743,-0.031766760809408726,-0.018890504582919368,0.06291616692324155,3.3571678046229184e-05,0.011358788309325227,-0.008379204073815866,0.0028217304827621702,-0.013533963202499014
7,0.07687511086228561,0.0948367802438122,-0.3924397285075935,0.043952056847742824,0.10065509959159598,0.0803971140149765,0.08177843434347758,0.009534097089558885,-0.0003737624847872212,-0.04646759120202006,-0.03169513697366682,0.026223056333285512,-0.010689537536647862,-0.010502571094120299,-0.025253568477081566,0.07312867067416647,-0.12175017250513463,-0.01581047959783156,0.039701872644324114,0.0012333952855063046,0.037294858476076984,-0.0047105529732017004,0.02596644007683267,-0.013322179249786216
8,-0.1673176723074266,-0.10971747730318357,-0.2050860560823473,-0.11258155851818605,-0.04678450057381745,-0.2134373609378962,0.07179915963393206,0.0007014290432013226,-0.0001752369028645262,-0.04555215441400641,0.0009095163869218936,0.003220872980391505,0.02078380429034965,-0.008908610745218261,-0.04430196535203237,0.02074480533305348,0.08306392239275538,-0.0009532377413177073,0.05027368809368657,0.002595156829925287,0.02338436538564423,-0.011199339520326923,-0.021529448087463515,-0.013007476755743425
9,-0.15257282423238439,0.031227889267005864,-0.33486004032580774,-0.08712819310028663,-0.1052957758539074,-0.19817701397756854,-0.6662620647144507,0.01183805642705103,-0.000532554857667833,-0.1096260660722001,-0.0012706837800094207,0.0071431262241365805,-0.037520386326284905,-0.003347742709208461,-0.019676455202105387,-0.18280529596548958,-0.14031143067518242,0.008964481712827776,0.019420972629865644,0.0024701385580771884,0.05051526232743633,-0.03974350559634772,-0.0029976247365468113,-0.0071081023852326555
