"total_incidentslog1p","percentlowgradeslog1p","percentacadnotimptlog1p","school_size","urban","crime_live_recode","crime_area_recode","school_type","visitor_badge","control_building","control_ground","require_check","random_check","lock_inside","close_lunch","random_sweep","drug_testing","wear_uniform","dress_code","school_lockers","book_bags","panic_button","emergency_notif","anonymous_report","student_id","staff_id","security_camera","radio","prohibit_phone","open_house","parent_teacher_conf","disciplinary_process","parent_training_assist","parenthelp_drug","socialshelp_drug","juvhelp_drug","lawhelp_drug","mhhelp_drug","civichelp_drug","privatehelp_drug","relighelp_drug","prevention_curriculum","sel","behav_mod","mentoring","peer_mediation","student_court","restorative_circles","promote_community"
4.29045944114839,2.39789527279837,3.04452243772342,4,1,1,1,"High",1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,4,3,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1
3.98898404656427,1.79175946922805,3.25809653802148,4,1,1,1,"High",1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,4,3,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1
1.94591014905531,2.19722457733622,3.43398720448515,3,1,1,1,"Middle_Combined",1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,3,3,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1
4.27666611901606,3.04452243772342,3.04452243772342,3,1,1,1,"Middle_Combined",1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,2,4,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0
4.04305126783455,3.04452243772342,3.43398720448515,3,0,2,2,"High",1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
2.19722457733622,2.39789527279837,2.39789527279837,2,1,2,2,"Middle_Combined",1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,3,4,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
1.38629436111989,1.79175946922805,3.04452243772342,2,1,1,1,"Elementary",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,3,3,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1
3.36729582998647,2.39789527279837,2.39789527279837,4,1,1,1,"High",1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,2,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1
0.693147180559945,2.63905732961526,3.43398720448515,2,1,1,1,"Elementary",1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,4,4,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1
3.89182029811063,1.79175946922805,3.04452243772342,2,1,2,1,"Middle_Combined",1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,4,4,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
3.66356164612965,3.93182563272433,3.93182563272433,4,1,2,2,"High",1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0
5.31320597904179,3.25809653802148,3.25809653802148,3,1,1,1,"Middle_Combined",1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,3,2,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1
2.07944154167984,3.43398720448515,4.26267987704132,2,1,3,3,"Elementary",1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,4,4,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
2.77258872223978,2.19722457733622,3.52636052461616,1,0,2,2,"High",1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.04452243772342,1.38629436111989,1.79175946922805,4,1,1,1,"High",1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,3,3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0.693147180559945,2.39789527279837,1.79175946922805,3,1,2,1,"Elementary",1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,3,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1
2.19722457733622,2.39789527279837,3.43398720448515,2,1,2,2,"Elementary",1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,4,4,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1
5.42053499927229,1.79175946922805,3.43398720448515,3,1,2,1,"Middle_Combined",1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,2,2,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1
3.98898404656427,2.39789527279837,2.39789527279837,4,1,2,2,"High",1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,3,2,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
3.36729582998647,2.77258872223978,3.04452243772342,2,1,1,1,"Middle_Combined",1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,3,2,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1
1.94591014905531,1.79175946922805,3.25809653802148,3,1,2,2,"Elementary",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,4,4,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1
3.25809653802148,2.94443897916644,2.39789527279837,4,1,1,1,"Middle_Combined",1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,4,4,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1
5.09375020080676,2.77258872223978,3.58351893845611,4,1,1,1,"High",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,2,2,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1
2.89037175789616,2.77258872223978,3.04452243772342,3,1,1,1,"Middle_Combined",1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0,1.79175946922805,0,3,1,1,1,"Middle_Combined",1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,3,3,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1
3.61091791264422,2.77258872223978,3.04452243772342,3,1,2,2,"Middle_Combined",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,3,3,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1
2.99573227355399,1.79175946922805,1.79175946922805,3,1,1,1,"Middle_Combined",1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,4,4,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1
4.34380542185368,4.18965474202643,1.79175946922805,4,1,3,3,"High",1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,3,2,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
1.38629436111989,2.70805020110221,3.71357206670431,2,1,2,2,"Elementary",1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,4,3,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1
4.26267987704132,3.04452243772342,3.25809653802148,4,1,1,1,"High",1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,2,3,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
1.6094379124341,3.71357206670431,3.43398720448515,4,1,1,1,"Middle_Combined",1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,4,4,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
2.83321334405622,1.79175946922805,1.09861228866811,4,0,1,1,"High",1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,4,3,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
1.94591014905531,1.79175946922805,2.39789527279837,3,1,1,1,"Middle_Combined",1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,4,5,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1
1.79175946922805,2.70805020110221,0,2,1,1,1,"Middle_Combined",1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,3,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
0,3.04452243772342,2.39789527279837,3,1,1,1,"Middle_Combined",1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,4,3,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1
4.12713438504509,0,2.39789527279837,4,1,2,1,"High",1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,2,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3.2188758248682,3.93182563272433,2.39789527279837,4,1,2,3,"Middle_Combined",1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,3,4,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1
3.40119738166216,3.43398720448515,4.02535169073515,3,1,2,2,"Elementary",1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,3,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
2.19722457733622,2.39789527279837,2.39789527279837,2,0,1,1,"High",1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2,5,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1
0.693147180559945,2.19722457733622,1.79175946922805,2,0,1,1,"Elementary",1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,4,4,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1
0,1.79175946922805,2.39789527279837,1,0,1,1,"Middle_Combined",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,4,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1
2.484906649788,2.19722457733622,2.77258872223978,3,0,1,1,"Middle_Combined",1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,4,4,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1
3.85014760171006,3.43398720448515,2.77258872223978,4,1,2,1,"High",1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,2,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
1.38629436111989,0,2.39789527279837,2,1,2,1,"Middle_Combined",1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,4,4,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1
1.09861228866811,4.18965474202643,3.43398720448515,3,1,1,2,"Elementary",1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,4,4,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1
2.56494935746154,2.77258872223978,3.04452243772342,4,1,3,2,"High",1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,3,2,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
3.43398720448515,3.04452243772342,2.39789527279837,4,1,1,1,"High",1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,4,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
2.89037175789616,2.39789527279837,2.77258872223978,3,1,2,1,"Middle_Combined",1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,3,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1
1.79175946922805,0.693147180559945,3.25809653802148,3,1,1,1,"High",1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,4,2,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1
2.83321334405622,3.04452243772342,3.71357206670431,3,1,1,1,"Middle_Combined",1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,3,3,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
2.07944154167984,3.04452243772342,2.39789527279837,1,1,2,2,"High",1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,3,3,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1
1.38629436111989,2.94443897916644,2.39789527279837,2,0,2,1,"Middle_Combined",1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,4,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
2.63905732961526,2.56494935746154,2.39789527279837,2,0,1,1,"Middle_Combined",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,4,3,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1
2.484906649788,0,2.39789527279837,4,1,1,1,"High",1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,3,4,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1
1.09861228866811,1.79175946922805,2.39789527279837,2,1,2,1,"Elementary",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1
4.8283137373023,3.29583686600433,3.71357206670431,4,0,2,2,"Middle_Combined",1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,2,2,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1
0,2.39789527279837,3.04452243772342,2,1,2,2,"Elementary",1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,3,4,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1
3.68887945411394,2.39789527279837,3.43398720448515,4,1,1,1,"High",1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,3,2,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
0.693147180559945,0.693147180559945,0,2,1,1,1,"Elementary",1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
2.39789527279837,0.693147180559945,2.39789527279837,3,1,1,1,"High",1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,3,5,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1
1.94591014905531,2.39789527279837,1.38629436111989,3,1,1,1,"Middle_Combined",1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,4,5,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1
2.94443897916644,3.09104245335832,3.25809653802148,2,1,2,1,"High",1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,2,4,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1
4.91998092582813,3.8286413964891,3.43398720448515,4,1,2,1,"High",1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3.46573590279973,3.04452243772342,3.93182563272433,3,1,3,1,"Elementary",1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1
2.83321334405622,3.93182563272433,3.25809653802148,3,1,1,1,"Middle_Combined",1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,4,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
4.20469261939097,2.39789527279837,3.25809653802148,4,1,2,2,"High",1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,3,3,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.693147180559945,3.71357206670431,4.51085950651685,3,1,1,1,"Middle_Combined",1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,4,4,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1
3.29583686600433,3.13549421592915,3.93182563272433,1,1,3,2,"Middle_Combined",1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,3,4,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1
1.09861228866811,0,0,2,1,2,1,"High",0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,3,3,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1
3.76120011569356,4.11087386417331,4.26267987704132,3,1,3,3,"Middle_Combined",1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,2,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1
4.0943445622221,2.39789527279837,3.93182563272433,2,1,3,3,"Elementary",1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,3,4,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1
3.3322045101752,1.94591014905531,2.39789527279837,1,1,2,2,"Middle_Combined",1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0,2.39789527279837,3.93182563272433,1,1,2,1,"Elementary",1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,3,3,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
3.40119738166216,2.94443897916644,2.77258872223978,3,1,3,3,"Elementary",1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,3,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2.07944154167984,3.25809653802148,2.39789527279837,2,1,3,1,"High",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,2,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
2.56494935746154,3.04452243772342,0,2,1,3,3,"Elementary",1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,3,3,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1
2.39789527279837,2.39789527279837,3.93182563272433,4,0,1,1,"High",1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1
1.38629436111989,2.39789527279837,3.25809653802148,3,1,2,1,"Elementary",1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,4,3,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1
3.68887945411394,3.04452243772342,4.18965474202643,4,1,2,3,"High",1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,2,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1
1.6094379124341,0.693147180559945,3.93182563272433,3,1,2,2,"Elementary",1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,3,2,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1
4.35670882668959,2.39789527279837,4.11087386417331,4,1,2,1,"Middle_Combined",1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,2,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0
4.47733681447821,1.79175946922805,3.71357206670431,4,1,1,1,"High",1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,3,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0
4.80402104473326,2.77258872223978,4.26267987704132,3,1,2,2,"Middle_Combined",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,3,2,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1
4.11087386417331,4.02535169073515,2.77258872223978,3,1,2,2,"Middle_Combined",1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
3.13549421592915,2.39789527279837,3.04452243772342,3,1,1,1,"Elementary",1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,4,4,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1
1.38629436111989,2.07944154167984,3.43398720448515,4,1,1,1,"Elementary",1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,4,4,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1
2.70805020110221,3.04452243772342,1.09861228866811,4,1,1,1,"Middle_Combined",1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,4,4,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1
2.30258509299405,3.04452243772342,3.58351893845611,4,1,2,2,"Elementary",1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,2,2,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1
2.56494935746154,3.04452243772342,2.77258872223978,3,1,2,1,"Elementary",1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,4,3,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1
4.02535169073515,2.77258872223978,3.25809653802148,4,1,2,2,"High",1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4.69134788222914,2.39789527279837,3.43398720448515,4,1,2,2,"Middle_Combined",1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1.79175946922805,3.04452243772342,4.33073334028633,3,1,1,1,"Elementary",1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,4,4,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1
3.95124371858143,2.77258872223978,3.43398720448515,4,1,2,2,"High",1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,2,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1
5.30330490805908,3.25809653802148,2.39789527279837,4,1,2,1,"High",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1.38629436111989,3.43398720448515,2.39789527279837,3,1,1,1,"Elementary",1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1
4.00733318523247,3.25809653802148,3.04452243772342,4,1,1,1,"Middle_Combined",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,3,2,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1
3.13549421592915,3.04452243772342,4.26267987704132,4,1,1,1,"Middle_Combined",1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1
0,2.30258509299405,1.79175946922805,1,1,2,3,"Elementary",0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,4,4,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1
0,3.93182563272433,3.93182563272433,1,1,2,2,"High",1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1
4.70953020131233,3.93182563272433,3.93182563272433,4,1,2,1,"Middle_Combined",1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,3,4,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1
3.46573590279973,3.04452243772342,3.93182563272433,3,1,2,2,"Middle_Combined",1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,4,3,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0
4.06044301054642,2.39789527279837,3.25809653802148,4,1,1,1,"Middle_Combined",1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,4,5,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0
4.27666611901606,3.13549421592915,3.25809653802148,3,0,1,1,"Middle_Combined",1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,4,2,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0
1.79175946922805,2.07944154167984,3.93182563272433,2,0,2,2,"Elementary",1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,3,3,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1
3.95124371858143,3.43398720448515,3.25809653802148,4,1,2,1,"High",1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,3,4,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1
3.93182563272433,2.63905732961526,2.77258872223978,4,1,2,1,"High",1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,2,4,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
2.89037175789616,2.63905732961526,3.25809653802148,3,1,1,2,"Middle_Combined",1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,4,3,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1
0,1.79175946922805,3.71357206670431,3,1,2,1,"Middle_Combined",1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
2.83321334405622,1.79175946922805,3.25809653802148,3,1,2,1,"Middle_Combined",1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,3,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
0,0,3.71357206670431,3,1,2,1,"Elementary",1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
0,2.39789527279837,2.39789527279837,4,1,1,1,"Middle_Combined",1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,2,3,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1
3.40119738166216,3.04452243772342,3.43398720448515,4,1,2,2,"High",1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,3,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1
3.29583686600433,3.04452243772342,3.43398720448515,4,1,2,1,"Middle_Combined",1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,3,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1
4.74493212836325,3.36729582998647,3.43398720448515,4,1,2,2,"High",1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
